cust_id,equip_id,equip_notes,created_at,updated_at
1348,3201,Installed Expansion tank and pressure reducing valve 1-7-02,05/26/2017,05/26/2017
1349,3055,Serviced Oil Furnace 11-14-01,05/26/2017,05/26/2017
1351,3057,"Serviced Oil Furnace 11-15-01
Serviced Furnace 10-17-02",05/26/2017,05/26/2017
1355,3059,Serviced Amana Gas Furnace 11-14-01,05/26/2017,05/26/2017
1355,3060,Serviced Elec. Air Cleaner 11-14-01,05/26/2017,05/26/2017
1360,3067,Serviced Gas Furnace 11-16-01,05/26/2017,05/26/2017
1362,3069,Serviced Furnace 11-19-01,05/26/2017,05/26/2017
1362,3070,Serviced Air Cleaner 11-19-01,05/26/2017,05/26/2017
1362,3071,Serviced Humidifier 11-19-01,05/26/2017,05/26/2017
1365,3073,Serviced Gas Furnace 11-12-01,05/26/2017,05/26/2017
1366,3074,Serviced Bolier System 11-12-01,05/26/2017,05/26/2017
1367,3075,Serviced Boiler 11-12-01,05/26/2017,05/26/2017
1370,3079,Serviced Gas Furnace 11-12-01,05/26/2017,05/26/2017
1372,3081,"Serviced Gas Furnace 11-19-01
Serviced Furnace 10-15-02",05/26/2017,05/26/2017
1374,3083,Serviced Hot water Furnace 11-16-01,05/26/2017,05/26/2017
1377,3085,Serviced Gas Furnace 11-16-01,05/26/2017,05/26/2017
1378,3086,Serviced Propane Furnace 11-19-01,05/26/2017,05/26/2017
1378,3311,Serviced Heat Pump System 2-15-02,05/26/2017,05/26/2017
1378,3312,Serviced Elec. Air Cleaner 2-15-02,05/26/2017,05/26/2017
1379,3087,Serviced Gas Furnace 11-19-01,05/26/2017,05/26/2017
1383,3090,Serviced Gas Furnace 11-20-01,05/26/2017,05/26/2017
1386,3091,Serviced Heat Pump 11-28-01,05/26/2017,05/26/2017
1386,3092,Serviced Air Cleaner 11-28-01,05/26/2017,05/26/2017
1387,3093,Serviced Oil Furnace 11-26-01,05/26/2017,05/26/2017
1387,3094,Serviced Elec. Air Cleaner 11-26-01,05/26/2017,05/26/2017
1387,3095,Serviced Humidifier 11-26-01,05/26/2017,05/26/2017
1387,3554,"Seviced AC, Charged with 2lbs of R-22 ---- 7-1-02",05/26/2017,05/26/2017
1388,3096,Serviced Gas Furnace 11-27-01,05/26/2017,05/26/2017
1388,3635,Poor Air Mixing is why the house will not cool the way it should 8-13-02,05/26/2017,05/26/2017
1389,3098,"Serviced Air Cleaner 11-28-01
Serviced Air Cleaner 6-30-02",05/26/2017,05/26/2017
1389,3460,"Drained line that was filled with dirt, Service 4-16-02",05/26/2017,05/26/2017
1390,6555,6.62E+11,05/26/2017,05/26/2017
1391,3100,"Serviced Gas Furnace 11-28-01
Serviced Furnace 10-25-02",05/26/2017,05/26/2017
1391,3101,"Serviced Air Cleaner 11-28-01
Serviced Air Cleaner 10-25-02",05/26/2017,05/26/2017
1392,3102,Serviced Trane Gas Furnace 11-27-01,05/26/2017,05/26/2017
1396,3104,Serviced Gas Furnace 1-28-01,05/26/2017,05/26/2017
1396,3105,Service Air Cleaner 11-28-01,05/26/2017,05/26/2017
1396,3612,Serviced AC Unit 7-31-02,05/26/2017,05/26/2017
1397,3113,Serviced Furnace 12-3-01,05/26/2017,05/26/2017
1397,3114,Serviced Humidifier 12-3-01,05/26/2017,05/26/2017
1397,3115,Serviced Furnace 12-3-01,05/26/2017,05/26/2017
1398,3116,Serviced Gs Furnace 12-3-01,05/26/2017,05/26/2017
1400,3118,Serviced Gas Furnace 12-5-01,05/26/2017,05/26/2017
1401,3119,Serviced Gas Furnace 12-3-01,05/26/2017,05/26/2017
1402,3120,Serviced Heat Pump 12-5-01,05/26/2017,05/26/2017
1406,3123,"Serviced Oil Furnace 12-5-01
Serviced Furnace 10-10-02",05/26/2017,05/26/2017
1407,3125,Serviced Hot Water Furnace 12-4-01,05/26/2017,05/26/2017
1409,3127,Serviced Oil Furnace 9-30-01,05/26/2017,05/26/2017
1410,3128,Serviced Hot Water Furnace 9-30-01,05/26/2017,05/26/2017
1412,3907,Serviced Furnace 10-24-02,05/26/2017,05/26/2017
1416,3492,Serviced Oil Furnace 1-2-02,05/26/2017,05/26/2017
1419,3140,Serviced Gas Furnace 12-7-01,05/26/2017,05/26/2017
1419,3141,Serviced Air Cleaner 12-7-01,05/26/2017,05/26/2017
1420,3142,Serviced Furnace 12-10-01,05/26/2017,05/26/2017
1420,3143,Serviced Air Cleaner 12-10-01,05/26/2017,05/26/2017
1423,3144,"Replaced cap cell due to original not functioning, and Service 11-24-01",05/26/2017,05/26/2017
1424,3493,Service and 2lbs of R-22 6-3-02,05/26/2017,05/26/2017
1425,3145,Serviced Furnace 12-6-01,05/26/2017,05/26/2017
1429,3147,Serviced Gas Furnace 12-6-01,05/26/2017,05/26/2017
1430,3148,"Cleaned & Serviced Oil Furnace, sweeped out heat exchanger, cleaned out chimmney, replced flue Pipe 12-14-01",05/26/2017,05/26/2017
1431,3149,Serviced Gas Furnacce,05/26/2017,05/26/2017
1435,3154,Replaced Ignitor and Serviced 12-20-01,05/26/2017,05/26/2017
1439,3157,Serviced Gas Furnace  11-29-01,05/26/2017,05/26/2017
1439,3158,Replaced heat anticipator 11-29-01,05/26/2017,05/26/2017
1439,3787,**For CWalters Home,05/26/2017,05/26/2017
1442,3159,Replaced water panel in humidifier 12-18-01 and Service,05/26/2017,05/26/2017
1449,3160,Checked Wiring and Fan Relay 12-22-01,05/26/2017,05/26/2017
1451,3269,Replaced Iginitor assembly and Serviced 2-17-02,05/26/2017,05/26/2017
1451,3494,"AC freezing up, charged unit with R-22 6-10-02",05/26/2017,05/26/2017
1452,4179,Install on 12/23/09 used oil furnace at no cost.,05/26/2017,05/26/2017
1453,3164,"Replaced board on gas furnace, cleaned flame sensor 12-27-01",05/26/2017,05/26/2017
1454,3165,Service to gas furnace 12-31-01 for the basement apartment,05/26/2017,05/26/2017
1456,3168,Cleaned Out Heat Exchanger & Serviced 12-29-01,05/26/2017,05/26/2017
1459,3170,Serviced Gas Furnace 12-28-01,05/26/2017,05/26/2017
1463,3172,Serviced Furnace 12-27-01,05/26/2017,05/26/2017
1463,3173,Serviced Furnace 12-27-01,05/26/2017,05/26/2017
1464,3175,Service 12-21-01,05/26/2017,05/26/2017
1464,3176,Service 12-21-01,05/26/2017,05/26/2017
1464,3177,Service 12-21-01,05/26/2017,05/26/2017
1467,3179,"Service 12-27-01
Repalced Ign#30 10-11-02",05/26/2017,05/26/2017
1467,3427,Serviced AC unit On Roberts Side. 4-26-02,05/26/2017,05/26/2017
1467,3428,Serviced AC Unit On Mother's Side 4-26-02,05/26/2017,05/26/2017
1468,3180,Serviced Gas Furnace 1-2-02,05/26/2017,05/26/2017
1469,3181,Serviced Gas Furnace 12-28-01,05/26/2017,05/26/2017
1471,3183,Replaced 1-1/2 HP Direct Drive 4 Speed Blower Motor and 10 MFD Capacitor 12-30-01,05/26/2017,05/26/2017
1472,3189,"Replaced Combustion Fan, Serviced Gas Furnace 1-10-02",05/26/2017,05/26/2017
1475,3191,Serviced Furnace 1-2-02,05/26/2017,05/26/2017
1476,3192,Serviced and adjusted gas pressure 1-10-02,05/26/2017,05/26/2017
1477,3194,Serviced Air Cleaner 1-3-02,05/26/2017,05/26/2017
1479,3195,Replaced fan Control and serviced 1-11-02,05/26/2017,05/26/2017
1482,3197,Serviced gas Furnace 12-28-01,05/26/2017,05/26/2017
1484,3199,Serviced 1-10-02,05/26/2017,05/26/2017
1486,3209,This equipment is for addition.  He has two systems.,05/26/2017,05/26/2017
1487,3212,Placed Ignition Cotrol Board on Gas Furnace and Service 1-4-02,05/26/2017,05/26/2017
1491,3214,Serviced Gas Furnace 1-4-02,05/26/2017,05/26/2017
1491,3215,Replace Power Pack and Transfer on Air Cleaner 1-4-02,05/26/2017,05/26/2017
1493,3217,Serviced Gas Furnace 12-31-01,05/26/2017,05/26/2017
1495,3218,"Serviced Gas Furnace with Heat Pump System 1-7-02
It also states on invoice that gas valve does not open the whole way and that this needs to be replaced.

Replaced Auto Changeover heatpump thermostat and Service 5-14-02

Serviced Gas Furnace 11-22-02, Replaced thermocouple",05/26/2017,05/26/2017
1496,3219,Replaced Ignition Control and Serviced burner assembly and Flame Sensor 1-8-02,05/26/2017,05/26/2017
1497,3220,Replaced 1/3 hp Direct Drive Blower Motro and repaired wire to due it being burned off and Service 1-5-02,05/26/2017,05/26/2017
1499,3225,Serviced Furnace 1-21-02,05/26/2017,05/26/2017
1505,3230,"Replaced Comb. Fan, Serviced Furnace 1-14-02",05/26/2017,05/26/2017
1509,3232,Hot Surface Ignition and 20 Year Heat Exchanger Warranty 1-16-02,05/26/2017,05/26/2017
1512,3236,Serviced gas furnace and repaired pressure switch 1-27-02,05/26/2017,05/26/2017
1513,7147,"Old unit was model # RAKB-030JAZ
Serial # 6951M050504334",05/26/2017,05/26/2017
1515,3239,"Serviced Gas Furnace and Replaced Hot Surface Ignitor 
1-26-02",05/26/2017,05/26/2017
1517,3241,"Replaced Ignitor on Gas Furnace 1-29-02
Serviced 1-29-02",05/26/2017,05/26/2017
1517,3242,"Replaced Ignition module 1-29-02
Serviced 1-29-02",05/26/2017,05/26/2017
1520,3248,Replaced Boiler Reief Valve and Service 1-29-02,05/26/2017,05/26/2017
1521,3249,Replaced Flame Sensor 2-2-02,05/26/2017,05/26/2017
1524,3250,Service 1-11-02,05/26/2017,05/26/2017
1524,3251,Checked AC Coil and Refrigerant Pressures 1-11-02,05/26/2017,05/26/2017
1525,3253,Service and Rewired switch on side due to them being shorted 2-1-02,05/26/2017,05/26/2017
1526,3254,Replaced Control Module and Service 2-3-02,05/26/2017,05/26/2017
1529,3255,Serviced 2-2-02,05/26/2017,05/26/2017
1530,3633,Serviced Outdoor Unit  7-5-02,05/26/2017,05/26/2017
1538,3263,Service 2-10-02,05/26/2017,05/26/2017
1542,3267,Adjusted the Gas Pressure because the furnace was tripping on limit. 2-6-02,05/26/2017,05/26/2017
1544,3268,Replaced Comb Fan Motor Assembly and Service 2-13-02,05/26/2017,05/26/2017
1549,3273,Service To Gas Hot Water Furnace 2-5-02,05/26/2017,05/26/2017
1553,3275,Service 2-20-02,05/26/2017,05/26/2017
1554,3277,Serviced Gas Furnace 2-14-02,05/26/2017,05/26/2017
1555,3278,Serviced Gas Furnace 2-11-02,05/26/2017,05/26/2017
1557,3285,Wire was disconnected rewired to switch on side of furnace and Checked Operation 2-22-02,05/26/2017,05/26/2017
1560,3288,Reaplced Ignitor and Flame Sensor and Service Gas Furnace 2-22-02,05/26/2017,05/26/2017
1561,3289,Installed at Shine Shop 2-18-02,05/26/2017,05/26/2017
1562,3290,"Serviced gas Furnace and Replaced Hot Surface Ignitor 
2-23-02",05/26/2017,05/26/2017
1563,3294,Cleaned Air Cleaner 3-1-02,05/26/2017,05/26/2017
1564,3295,"Serviced Gas Furnace 3-4-02
Serviced Furnace 10-10-02",05/26/2017,05/26/2017
1564,3531,Replaced Direct Drive blower with new capacitor added 2lbs refrigerant and Serviced 6-25-02,05/26/2017,05/26/2017
1565,3296,Serviced Furnace 3-4-02 and Replaced Flame Sensor,05/26/2017,05/26/2017
1567,3298,Serviced Furnace 3-4-02,05/26/2017,05/26/2017
1571,3302,Water Valve 2-25-02,05/26/2017,05/26/2017
1571,3303,Serviced Air Conditioner 2-25-02,05/26/2017,05/26/2017
1572,3304,"Serviced Oil Boiler, Replaced Oil Nozzle, Filter. 3-5-02",05/26/2017,05/26/2017
1574,3313,"Serviced Gas Furnace 3-8-02, Replaced Thermocouple and Cleaned Chimmney out.",05/26/2017,05/26/2017
1575,3314,"Replaced Ignitor on Gas Furnace and Service 3-10-02
Replaced Combustion Fan Motor Assembly 3-11-02",05/26/2017,05/26/2017
1576,3315,Bled Baseboard Radiators 2-25-02,05/26/2017,05/26/2017
1577,3316,Serviced Gas Furnace 3-11-02,05/26/2017,05/26/2017
1579,3317,"Serviced Oil Furnace 3-11-02
Serviced Oil Furnace 11-8-02, Replaced Oil Nozzle and Filter",05/26/2017,05/26/2017
1580,3318,"Replaced Flame Sensor 3-12-02
And Service 3-12-02",05/26/2017,05/26/2017
1580,3319,Water Panel #12  on 3-12-02,05/26/2017,05/26/2017
1581,3335,"Installed with Registers, duct work and gas line 3-20-02",05/26/2017,05/26/2017
1581,3336,"Installed with Registers, duct work and gas line 3-20-02",05/26/2017,05/26/2017
1583,3322,Replaced Limit Switch on gas Furnace 3-18-02,05/26/2017,05/26/2017
1584,3323,Cleaned & Serviced Gas Forced Air Furnace 3-16-02,05/26/2017,05/26/2017
1586,3324,Serviced Furnace 3-18-02,05/26/2017,05/26/2017
1589,3330,"Serviced Gas Furnace and Replaced Thermocouple
3-19-02",05/26/2017,05/26/2017
1589,3331,Serviced Elec. Air Cleaner 3-19-02,05/26/2017,05/26/2017
1589,3332,Checked AC but also wrote on invoice that the temps have to be warmer in order to check throughly 3-19-02,05/26/2017,05/26/2017
1590,3333,Serviced Oil Furnace 3-3-02,05/26/2017,05/26/2017
1591,3334,Installed A Variflow Blower Control onto Gas Furnace 3-8-02,05/26/2017,05/26/2017
1592,3339,"Serviced & Cleaned gas Furnace, Replaced Thermocouple, & Inspect Heat Exchanger 3-22-02",05/26/2017,05/26/2017
1593,3340,"Serviced Gas Forced Air Furnace 3-22-02
Replaced & Rewired Fan & Limit Switch 3-22-02",05/26/2017,05/26/2017
1594,3341,Serviced Furnace 3-22-02,05/26/2017,05/26/2017
1596,3343,"Serviced Furnace 3-22-02
Replaced heat exchanger 9-16-02",05/26/2017,05/26/2017
1597,3344,"Serviced Gas Furnace 3-22-02, Installed Exhaust Blower Motor Assembly",05/26/2017,05/26/2017
1598,3443,Replaced Heat Exchanger in Furnace at the Larimer PO Bldg. Part was under warranty,05/26/2017,05/26/2017
1602,3349,Replaced thermocouple and Serviced Furnace 3-28-02,05/26/2017,05/26/2017
1605,3351,Leveled Thermostat and Service 3-26-02,05/26/2017,05/26/2017
1606,3352,"Replaced Ignitor and Service 3-28-02
Replaced Ignitor 10-15-02",05/26/2017,05/26/2017
1606,3353,"Cleaned Elec Air Cleaner and Service 3-28-02
Serviced 10-15-02",05/26/2017,05/26/2017
1609,3357,Replaced Blower Motor Belt and Thermocouple and Serviced 4-1-02,05/26/2017,05/26/2017
1610,3358,Service 4-1-02,05/26/2017,05/26/2017
1611,3359,Serviced gas Furnace 4-5-02,05/26/2017,05/26/2017
1612,3360,Serviced Gas Furnace 4-7-02,05/26/2017,05/26/2017
1613,3724,Replaced Heating/Cooling Thermostat 8-7-02,05/26/2017,05/26/2017
1616,3363,"Replaced Blower Motor, Ignitor and Flame sensor.
Also Serviced 3-28-02",05/26/2017,05/26/2017
1619,5426,Service A/C added 1 lb. R-22 7-29-02,05/26/2017,05/26/2017
1624,3364,Ignition control for Gas Furnace 4-4-02,05/26/2017,05/26/2017
1635,3402,Serviced Furnace 4-18-02,05/26/2017,05/26/2017
1635,3403,"Serviced AC 4-18-02
Service AC and replaced capacitor 5-31-02",05/26/2017,05/26/2017
1636,3404,"Condensate Pump did not work, Replaced pump and Service 4-18-02",05/26/2017,05/26/2017
1637,3405,Serviced AC 4-18-02,05/26/2017,05/26/2017
1641,3408,Repair to AC 4-17-02,05/26/2017,05/26/2017
1643,3410,Repair XL90 AC 4-17-02,05/26/2017,05/26/2017
1645,3411,Serviced AC Unit 4-15-02,05/26/2017,05/26/2017
1645,3413,Checked Air Filter 4-15-02,05/26/2017,05/26/2017
1647,3414,"Serviced & Replaced ignitor & Flame Sensor 4-16-02
Checked Furnace Poeration 10-29-02",05/26/2017,05/26/2017
1647,3415,Serviced AC 4-16-02,05/26/2017,05/26/2017
1647,3416,Cleaned Air Cleaner 4-16-02,05/26/2017,05/26/2017
1649,3417,Serviced Rooftop Unit  4-4-02,05/26/2017,05/26/2017
1649,3559,Service Call 7-3-02,05/26/2017,05/26/2017
1650,3418,Replaced 4 - 24x24x2 in one rooftop unit and Service 4-8-02,05/26/2017,05/26/2017
1650,3419,Replaced 4 - 24x24x2 in one rooftop unit and Service 4-8-02,05/26/2017,05/26/2017
1650,3658,"Added 11LB of Refrigerant
Replaced 4-24x24x2 AND 4-16x25x4 Air Filters. 8-9-02",05/26/2017,05/26/2017
1653,3423,"AC Freezing Up, checked AC Unit 4-19-02",05/26/2017,05/26/2017
1653,3424,"Air Cleaner only putting out 5,000 units but did not have filter to replace it. 4-19-02",05/26/2017,05/26/2017
1657,3430,"Installed Expansion Tank to Water System 4-25-02
Installed Pressure Regilator 4-25-02",05/26/2017,05/26/2017
1658,3431,"Serviced Furnace, Tranformer was cooked beacause f Power Surge so replaced Transformer 4-29-02",05/26/2017,05/26/2017
1661,3433,Serviced Furnace 4-22-02,05/26/2017,05/26/2017
1662,3434,"Cleaned Air Filters and Register Grills 4-1-02
Cleaned Air Filters and for rooftop unit 7-25-02",05/26/2017,05/26/2017
1664,3435,"Installed Pressure Regulator, Expnsion Tank 4-23-02",05/26/2017,05/26/2017
1664,3436,"Serviced AC 4-23-02
Replaced Heater for compressor and added 1/2 lb of R-22. 7-8-02",05/26/2017,05/26/2017
1670,3444,Fixed 3 Bad Wires and Serviced 5-2-02,05/26/2017,05/26/2017
1672,3450,"Replaced Thermocouple, Serviced Furnace 4-22-02",05/26/2017,05/26/2017
1675,3455,Replaced Main Control board on Bryant Gas Furnace and Service 4-24-02,05/26/2017,05/26/2017
1676,3456,Replaced Thermostat and Service 5-7-02,05/26/2017,05/26/2017
1676,3457,Replaced Thermostat 5-7-02,05/26/2017,05/26/2017
1677,3458,Added 1/2 lb of Refrigerant and Serviced. 5-7-02,05/26/2017,05/26/2017
1678,3464,reaplced Fan Relay 5-28-02,05/26/2017,05/26/2017
1678,3465,Tested board and Transformer. Both are no good. 5-28-02,05/26/2017,05/26/2017
1681,3699,Frank's  House,05/26/2017,05/26/2017
1681,3701,Deep Creek House,05/26/2017,05/26/2017
1683,3467,Service 5-14-02,05/26/2017,05/26/2017
1684,3908,Serviced Furnace 10-29-02,05/26/2017,05/26/2017
1687,3476,Serviced AC Unit 5-9-02,05/26/2017,05/26/2017
1690,3479,Serviced Furnace 4-22-02,05/26/2017,05/26/2017
1691,3481,Serviced AC unit 4-19-02,05/26/2017,05/26/2017
1693,3495,"AC not working needs compressor 5-31-02
Service To AC, replaced compressor 6-21-02
added 6lbs of Freon #22",05/26/2017,05/26/2017
1694,3496,"AC frozen, had to add 2.5 lbs of R-22 5-31-02",05/26/2017,05/26/2017
1695,4443,This furnace is located above the basement stairs in the former hardware store location.,05/26/2017,05/26/2017
1696,3498,"AC not working added R-22 6-11-02
Cleaned Outdoor Unit and Ran thru a cooling cycle 7-23-02",05/26/2017,05/26/2017
1698,3500,Service AC unit added R-22 6-6-02,05/26/2017,05/26/2017
1700,3502,Replaced Compressor Fan and Service 6-10-02,05/26/2017,05/26/2017
1703,3504,Service AC 5-29-02,05/26/2017,05/26/2017
1703,3505,Service gas Furnace 5-29-02,05/26/2017,05/26/2017
1704,3506,"Service AC, added 2 lbs of refrigerant 6-10-02",05/26/2017,05/26/2017
1705,3507,Service AC unit 6-11-02,05/26/2017,05/26/2017
1706,3508,"AC Unit Not working, serviced and fixed 6-6-02",05/26/2017,05/26/2017
1708,3512,"AC Unit not working, compressor was locked 5-31-02",05/26/2017,05/26/2017
1709,3513,Service Furnace 6-4-02,05/26/2017,05/26/2017
1709,3514,Service AC unit 6-4-02,05/26/2017,05/26/2017
1710,3515,Serviced AC unit and charged with 3lbs of R-22. 6-4-02,05/26/2017,05/26/2017
1710,6993,P1106906F,05/26/2017,05/26/2017
1711,3516,Service AC unit 6-14-02,05/26/2017,05/26/2017
1711,3517,Replaced relay on air handler 6-14-02,05/26/2017,05/26/2017
1713,3519,Replaced outdoor fan motor and added refrigerant to system and Service 6-12-02,05/26/2017,05/26/2017
1715,3521,Replaced direct drive blower motor and service  6-10-02,05/26/2017,05/26/2017
1716,3522,Service AC unit 6-11-02,05/26/2017,05/26/2017
1718,3524,Serviced AC unit and added 3lbs of R-22 7-3-02,05/26/2017,05/26/2017
1718,3721,Serviced Furnace 9-9-02,05/26/2017,05/26/2017
1719,3525,Service AC unit 7-3-02,05/26/2017,05/26/2017
1720,3526,"Service to AC unit, left 2 air filters 16x25x1. 7-1-02",05/26/2017,05/26/2017
1722,3527,Service to AC unit and aded 3lbs of Freon 22 - 7-2-02,05/26/2017,05/26/2017
1723,3528,"Service To AC and replaced condensor fan and motor, 
7-2-02",05/26/2017,05/26/2017
1724,3529,Repair and Service to Heat Pump 6-28-02,05/26/2017,05/26/2017
1724,3530,Service and Repair to Air Handler 6-28-02,05/26/2017,05/26/2017
1724,3938,Service 10-25-02,05/26/2017,05/26/2017
1725,3540,"Service AC unit and added 2lbs of R-22, put 3 batteries in the thermostat so AC and Furnace would work. 6-10-02",05/26/2017,05/26/2017
1728,3545,Serviced AC 6-25-02,05/26/2017,05/26/2017
1728,3906,Serviced Gas Furnace 10-31-02,05/26/2017,05/26/2017
1728,4045,Repaired Humidifier 11-22-02,05/26/2017,05/26/2017
1732,3546,"Serviced & Cleaned 4 AC units, replaced capacitors on 3 of the units. 6-12-02",05/26/2017,05/26/2017
1733,3547,Added 2 lb of refrigerant to AC System and Service 6-18-02,05/26/2017,05/26/2017
1734,3548,"Replaced Compressor cap, wire connectors 6-21-02",05/26/2017,05/26/2017
1740,3561,Added Dual Capacitor and Service 7-8-02,05/26/2017,05/26/2017
1741,3562,Serviced and added 1 lb of refrigerant 6-11-02,05/26/2017,05/26/2017
1743,3564,Added 5 lbs of R-22  7-9-02,05/26/2017,05/26/2017
1744,3565,added 1 lb of refrigerant and Service 7-8-02,05/26/2017,05/26/2017
1750,3571,Serviced AC Unit 7-11-02,05/26/2017,05/26/2017
1752,3573,Serviced AC unit 7-15-02,05/26/2017,05/26/2017
1753,3575,"Took filter out of furnace, that was the cause of the freeze up. 7-14-02",05/26/2017,05/26/2017
1754,3576,"Added 1 lb of Regrigerant, & Serviced 7-12-03",05/26/2017,05/26/2017
1755,3582,Service AC 7-16-02,05/26/2017,05/26/2017
1755,3583,Cleaned Air Filter 7-16-02,05/26/2017,05/26/2017
1756,3584,Serviced AC Unit 7-15-02,05/26/2017,05/26/2017
1759,3585,Serviced TWO Furnaces 7-16-02,05/26/2017,05/26/2017
1759,3586,Serviced AC 7-16-02,05/26/2017,05/26/2017
1759,3587,Serviced Air Cleaner 7-16-02,05/26/2017,05/26/2017
1759,3588,Serviced Humidifer 7-16-02,05/26/2017,05/26/2017
1761,3659,Serviced Furnace 8-14-02,05/26/2017,05/26/2017
1762,3589,Replaced Outdoor fan motor and Checked AC Operation. Everything Good. 7-18-02,05/26/2017,05/26/2017
1763,3590,"Serviced AC 7-16-02
Cleaned Blower Wheel 7-16-02",05/26/2017,05/26/2017
1763,3591,Replaced Air Filter 7-16-02,05/26/2017,05/26/2017
1765,3593,Serviced Furnace 7-17-02,05/26/2017,05/26/2017
1766,3594,"Replaced Cap with 40/5#668, Wash Outdoor Coil 7-23-02",05/26/2017,05/26/2017
1767,3595,"Wire was burnt, replaced connector and strip wire back. 7-22-02",05/26/2017,05/26/2017
1768,3596,"AC not working, breaker was off. 7-2-02",05/26/2017,05/26/2017
1770,3597,"Serviced AC, Cleaned Outdoor Unit 7-4-02",05/26/2017,05/26/2017
1772,3725,Serviced Furnace 9-9-02,05/26/2017,05/26/2017
1772,3726,Serviced Air Cleaner 9-9-02,05/26/2017,05/26/2017
1772,3727,Serviced AC 9-9-02,05/26/2017,05/26/2017
1773,3598,"Added 1LB Refrigerant to system, and Service 7-23-02",05/26/2017,05/26/2017
1774,3599,"Service, Replaced Capacitor 7-21-02",05/26/2017,05/26/2017
1774,3600,Replaced Integrated Furnace Circuit Board 7-21-02,05/26/2017,05/26/2017
1775,3601,Serviced 7-23-02,05/26/2017,05/26/2017
1779,5246,Installed in ambulance garage bay.,05/26/2017,05/26/2017
1783,3616,"Serviced AC, Replaced Fuse, Charged with 1Lb of R-22 
7-26-02",05/26/2017,05/26/2017
1784,3617,Replaced Capacitor added 1LB. Of R-22  7-30-02,05/26/2017,05/26/2017
1785,3618,Replaced Motor with used motor 7-31-02,05/26/2017,05/26/2017
1788,3621,Fixed outdoor Coil so AC would not run all the time. 7-25-02,05/26/2017,05/26/2017
1790,3622,Replaced 16x25 Honeywell Filter 7-29-02,05/26/2017,05/26/2017
1791,3623,Service to GE Furnace 7-25-02,05/26/2017,05/26/2017
1792,3624,Turned on thermostat and AC came on 7-29-02,05/26/2017,05/26/2017
1798,3630,"Checked AC, everything working best it can 8-5-02",05/26/2017,05/26/2017
1799,3631,Added 1LB of R-22 8-5-02,05/26/2017,05/26/2017
1801,3641,Added 4lb of Refrigerant 7-10-02,05/26/2017,05/26/2017
1802,3642,"Replaced low voltage wire outside at condensor unit, Checked line temperature 8-19-02",05/26/2017,05/26/2017
1803,3644,Cleaned outdoor Coils 7-30-02,05/26/2017,05/26/2017
1804,3645,"AC not working, but everything was working fine. 8-16-02",05/26/2017,05/26/2017
1805,3646,Serviced Furnace 8-7-02,05/26/2017,05/26/2017
1805,3647,Serviced AC 8-7-02,05/26/2017,05/26/2017
1805,3648,"Serviced 8-7-02
Aluminum Air Filter for Air Cleaner 8-22-02",05/26/2017,05/26/2017
1806,3649,Serviced AC Unit 8-7-02,05/26/2017,05/26/2017
1807,3650,Serviced AC Unit 8-2-02,05/26/2017,05/26/2017
1808,3651,Replaced Hot Water Tank and added expansion Tank 8-8-02,05/26/2017,05/26/2017
1809,3652,Serviced AC Unit 8-8-02,05/26/2017,05/26/2017
1811,3656,"AC not working, replaced motor 7-24-02",05/26/2017,05/26/2017
1812,3657,Replaced Programmable Thermostat 5-21-02,05/26/2017,05/26/2017
1813,3660,"Service to AC, and Installed hard start capacitor 8-5-02",05/26/2017,05/26/2017
1814,3661,"Recovery 4lb of R-22, Repair Leak 8-12-02",05/26/2017,05/26/2017
1815,3662,Serviced AC unit 8-12-02,05/26/2017,05/26/2017
1816,3663,"Unit is no good, compressor was sticking open,8-5-02",05/26/2017,05/26/2017
1817,3664,Serviced AC 8-20-02,05/26/2017,05/26/2017
1817,3665,Cleaned Blower wheel 8-20-02,05/26/2017,05/26/2017
1819,3667,"Serviced AC Unit inside & Out 7-18-02
Added 3LB of R-22
Replaced blower motor and pulley 7-18-02",05/26/2017,05/26/2017
1819,3668,Serviced Air Handelr 7-18-02,05/26/2017,05/26/2017
1821,3669,"This is for store on Center Highway,North Huntingdon
Checked AC Unit 7-10-02 
Note: 2 Service Calls",05/26/2017,05/26/2017
1823,3670,Installed AC.,05/26/2017,05/26/2017
1824,3673,Serviced 7-26-02,05/26/2017,05/26/2017
1827,3676,Service 8-12-02,05/26/2017,05/26/2017
1827,3677,Serviced Furnace 9-3-02,05/26/2017,05/26/2017
1827,3678,Serviced AC 9-3-02,05/26/2017,05/26/2017
1830,3680,Serviced Gas Furnace 9-4-02,05/26/2017,05/26/2017
1831,3681,Serviced Furnace 9-4-02,05/26/2017,05/26/2017
1831,3682,Serviced AC unit 9-4-02,05/26/2017,05/26/2017
1832,3683,Washed Drain line 9-3-02,05/26/2017,05/26/2017
1833,3684,Serviced Furnace 8-22-02,05/26/2017,05/26/2017
1833,3685,Serviced AC 8-22-02,05/26/2017,05/26/2017
1833,3686,Serviced and replaced water panel in Humidifier 8-22-02,05/26/2017,05/26/2017
1834,3688,Furnace Condensate Line was not connected correctly 8-6-02,05/26/2017,05/26/2017
1835,3689,Serviced Heat Pump 9-4-02,05/26/2017,05/26/2017
1844,4059,Serviced Gas Furnace 11-12-02,05/26/2017,05/26/2017
1844,4060,Checked Humidifier 11-12-02,05/26/2017,05/26/2017
1845,3730,Serviced Furnace 9-10-02,05/26/2017,05/26/2017
