cust_id,equip_id,csa1,serial,model,manufacturer,product_type,date_installed,last_service_date,recommended_service,next_service_date,equipment_notes,warranty_policy,extended,warranty_length,warranty_type,expiration_date,warranty_notes,hide,created_at,updated_at
3922,8644,,,,Goodman,Gas Furnace,01/04/2007,01/04/2007,12,01/04/2008,,,0,,,,,0,05/24/2017,05/24/2017
3924,8646,,OH3-72D,ANA779689,Thermo Pride,Oil Furnace,,10/20/2014,12,10/20/2015,,,0,,,,,0,05/24/2017,05/24/2017
3924,8647,,,,,Humidifier,,12/13/2010,12,12/13/2011,,,0,,,,,0,05/24/2017,05/24/2017
2093,8649,,DR172M490600148,ROBF-112QBGA949,Rheem,Oil Furnace,01/19/2007,12/12/2016,12,12/12/2017,,,0,,,,,0,05/24/2017,05/24/2017
2093,8650,,7278M440510968,13AJA30A01,Rheem Corsaire,Air Conditioner,01/19/2007,01/19/2007,12,01/19/2008,,,0,,,,,0,05/24/2017,05/24/2017
3908,8651,,1-00-H-5324-5,WHP30D520AA000C,EMI,Mini Split System,,03/09/2010,0,03/09/2010,,,0,,,,,0,05/24/2017,05/24/2017
3926,8652,,,,,Oil Furnace,,10/09/2016,12,10/09/2017,,,0,,,,,0,05/24/2017,05/24/2017
3928,8653,,,,,Gas Furnace,,01/15/2007,12,01/15/2008,,,0,,,,,0,05/24/2017,05/24/2017
3929,8654,,,,Lennox,Furnace,,10/28/2016,12,10/28/2017,,,0,,,,,0,05/24/2017,05/24/2017
3115,8655,,0609671302,GMV950704CX,Goodman,Gas Furnace,01/24/2007,04/28/2015,12,04/28/2016,,,0,,,,,0,05/24/2017,05/24/2017
3115,8656,,7106L06574,JE32230C210B160167,ADP,Coil,01/24/2007,01/24/2007,12,01/24/2008,,,0,,,,,0,05/24/2017,05/24/2017
3115,8657,,,2400,AprilAire,Air Cleaner,01/24/2007,06/16/2014,12,06/16/2015,,,0,,,,,0,05/24/2017,05/24/2017
3115,8658,,,224,AprilAire,Humidifier,,01/24/2007,12,01/24/2008,,,0,,,,,0,05/24/2017,05/24/2017
3115,8659,,,,AprilAire,Thermostat,01/24/2007,01/24/2007,12,01/24/2008,,,0,,,,,0,05/24/2017,05/24/2017
3112,8660,,2787A02627,398AAW048100D,Bryant,Gas Furnace,,10/26/2009,12,10/26/2010,Product # 398AAW048100AEBA,,0,,,,,0,05/24/2017,05/24/2017
2999,8661,,,,,Gas Furnace,,01/17/2007,12,01/17/2008,,,0,,,,,0,05/24/2017,05/24/2017
2999,8662,,,,,Gas Furnace,,01/17/2007,12,01/17/2008,,,0,,,,,0,05/24/2017,05/24/2017
1311,8663,,,,AprilAire,Humidifier,,12/15/2011,12,12/15/2012,,,0,,,,,0,05/24/2017,05/24/2017
3930,8664,,,,Bryant,Furnace,,01/18/2007,12,01/18/2008,,,0,,,,,0,05/24/2017,05/24/2017
837,8665,,,#35,AprilAire,Humidifier,,11/21/2016,12,11/21/2017,,,0,,,,,0,05/24/2017,05/24/2017
3931,8666,,EH5D702F460102407,UGRA-07EMAES,Ruud,Gas Furnace,,03/21/2014,12,03/21/2015,,,0,,,,,0,05/24/2017,05/24/2017
3932,8667,,,,,Gas Furnace,,01/14/2010,12,01/14/2011,,,0,,,,,0,05/24/2017,05/24/2017
2490,8668,,0610147671,GKS90703BX,Goodman,Gas Furnace,02/07/2007,02/09/2009,12,02/09/2010,This furnace was installed under the Goodman furnace replacement program.,see Equipment Notes,0,,,,,0,05/24/2017,05/24/2017
3933,8669,,,,,Gas Furnace,,01/11/2007,12,01/11/2008,,,0,,,,,0,05/24/2017,05/24/2017
3934,8670,,,,,Gas Stove,,,0,,,,0,,,,,0,05/24/2017,05/24/2017
3935,8671,,,,,Gas Furnace,,11/18/2016,12,11/18/2017,,,0,,,,,0,05/24/2017,05/24/2017
3936,8672,,,,,Electric Furnace,,01/19/2007,12,01/19/2008,,,0,,,,,0,05/24/2017,05/24/2017
3937,8673,,G22512827,TUD080R936A0,Trane,Gas Furnace,,07/20/2012,12,07/20/2013,,,0,,,,,0,05/24/2017,05/24/2017
3938,8674,,,700,AprilAire,Humidifier,01/29/2007,01/29/2007,12,01/29/2008,,,0,,,,,0,05/24/2017,05/24/2017
3939,8675,,,,,Gas Furnace,,12/08/2006,12,12/08/2007,,,0,,,,,0,05/24/2017,05/24/2017
593,8676,,,,White Rodgers,Digital Thermostat,01/27/2007,,0,,,,0,,,,,0,05/24/2017,05/24/2017
593,8677,,,16x25,Honeywell,Air Filter,,01/27/2007,12,01/27/2008,,,0,,,,,0,05/24/2017,05/24/2017
3940,8678,,5897B43515,G23Q314-100-4,,Gas Furnace,,04/13/2016,12,04/13/2017,,,0,,,,,0,05/24/2017,05/24/2017
3941,8679,,,,,Gas Furnace,,01/30/2007,12,01/30/2008,,,0,,,,,0,05/24/2017,05/24/2017
3942,8680,,,,,Oil Boiler,,01/25/2007,12,01/25/2008,,,0,,,,,0,05/24/2017,05/24/2017
3943,8681,,,,,Gas Furnace,,01/26/2007,12,01/26/2008,,,0,,,,,0,05/24/2017,05/24/2017
2907,8682,,,,AprilAire,Digital Thermostat,01/29/2007,,0,,,,0,,,,,0,05/24/2017,05/24/2017
3944,8683,,,,,Gas Furnace,,12/23/2009,12,12/23/2010,,,0,,,,,0,05/24/2017,05/24/2017
3900,8684,,0107544968,22V40SF,Rheem,40 Gal Hot Water Tank,02/09/2007,02/16/2010,0,02/16/2010,,,0,,,,,0,05/24/2017,05/24/2017
3160,8686,434F,9905235285,GUVA090AX40,Amana,Gas Furnace,,01/30/2017,12,01/30/2018,,Product # P1228904F,0,,,,,0,05/24/2017,05/24/2017
3946,8687,,,,Rheem,Oil Furnace,,08/17/2007,12,08/17/2008,,,0,,,,,0,05/24/2017,05/24/2017
3947,8688,,,,,Gas Furnace,,02/08/2007,12,02/08/2008,,,0,,,,,0,05/24/2017,05/24/2017
3948,8689,,,,,Furnace,,02/02/2007,12,02/02/2008,,,0,,,,,0,05/24/2017,05/24/2017
3949,8690,,CP4757604,CGA-4-PIDN,Weil McLain,Gas Boiler,,01/21/2016,12,01/21/2017,,,0,,,,,0,05/24/2017,05/24/2017
3950,8691,,D49635591,TUS140B948AO,Trane XE70,Gas Furnace,07/05/2012,01/31/2007,12,01/31/2008,,,0,,,,,0,05/24/2017,05/24/2017
3101,8692,,0107544971,22V40SF,Rheem,40 Gal Hot Water Tank,02/15/2007,02/15/2007,,02/15/2007,,,0,,,,,0,05/24/2017,05/24/2017
3951,8693,,,,,Oil Furnace,,12/01/2011,12,12/01/2012,,,0,,,,,0,05/24/2017,05/24/2017
717,8694,,,,White Rodgers,Programmable Thermostat,01/24/2007,01/24/2007,0,01/24/2007,,,0,,,,,0,05/24/2017,05/24/2017
1819,8695,,AUD31K6N26938,X200-6,Reznor,Furnace,,12/16/2016,12,12/16/2017,,,0,,,,,0,05/24/2017,05/24/2017
3952,8696,,G3R9211-00045,G3RA096C-16,Intertherm,Gas Furnace,,02/26/2016,12,02/26/2017,,,0,,,,,0,05/24/2017,05/24/2017
3953,8697,,,,,Gas Furnace,,02/05/2007,12,02/05/2008,,,0,,,,,0,05/24/2017,05/24/2017
683,8698,,,,White Rodgers,Programmable Thermostat,01/09/2007,01/09/2007,0,01/09/2007,,,0,,,,,0,05/24/2017,05/24/2017
3954,8699,,,,Trane,Gas Furnace,,10/31/2012,12,10/31/2013,,,0,,,,,0,05/24/2017,05/24/2017
3955,8700,,,,,Furnace,,,0,,,,0,,,,,0,05/24/2017,05/24/2017
3956,8701,,,,,Gas Furnace,,03/05/2015,12,03/05/2016,,,0,,,,,0,05/24/2017,05/24/2017
3957,8703,539F,,,Lennox Pulse,Gas Furnace,,02/28/2017,12,02/28/2018,,,0,,,,,0,05/24/2017,05/24/2017
3957,8704,,21x26x4,PCO-20C-2,Lennox Pure Air,Air Cleaner,,10/16/2014,12,10/16/2015,,,0,,,,,0,05/24/2017,05/24/2017
3959,8705,,,,,Gas Furnace,,01/29/2007,12,01/29/2008,,,0,,,,,0,05/24/2017,05/24/2017
3960,8706,,,,,Gas Furnace,,01/16/2014,12,01/16/2015,,,0,,,,,0,05/24/2017,05/24/2017
3961,8707,,L931035904,GUA100A020BIN,Comfortmaker,Gas Furnace,,11/16/2012,12,11/16/2013,,,0,,,,,0,05/24/2017,05/24/2017
3962,8708,,,,,Gas Furnace,,02/06/2007,12,02/06/2008,,,0,,,,,0,05/24/2017,05/24/2017
3963,8709,,3251LCB7G,TUX080C942D2,Trane,Gas Furnace,07/25/2003,07/23/2007,12,07/23/2008,,2328255,1,10 Year,Parts & Labor,07/22/2013,,0,05/24/2017,05/24/2017
27,8710,,,,AprilAire,Ultraviolet Light,02/16/2007,11/07/2008,12,11/07/2009,,,0,,,,,0,05/24/2017,05/24/2017
2071,8711,,,1F83-261,White Rodgers,Thermostat,02/21/2007,02/21/2007,0,02/21/2007,,,0,,,,,0,05/24/2017,05/24/2017
3964,8712,,,,,Oil Furnace,,02/20/2007,12,02/20/2008,,,0,,,,,0,05/24/2017,05/24/2017
3965,8713,,,,,Furnace,,01/12/2011,12,01/12/2012,,,0,,,,,0,05/24/2017,05/24/2017
3967,8715,,EBEM05995,PBKM-LDK14N100G,Luxaire,Gas Furnace,,02/15/2007,12,02/15/2008,,,0,,,,,0,05/24/2017,05/24/2017
3968,8716,,P868085,R-12C,Fluid Heat Oil,Oil Furnace,,01/08/2015,12,01/08/2016,,Burner P93C S500062F,0,,,,,0,05/24/2017,05/24/2017
3969,8717,,,,,Gas Furnace,,12/12/2011,12,12/12/2012,,,0,,,,,0,05/24/2017,05/24/2017
703,8718,,,,,Humidifier,,01/10/2007,12,01/10/2008,,,0,,,,,0,05/24/2017,05/24/2017
3970,8719,,,,Bryant,Gas Furnace,,12/12/2006,12,12/12/2007,,,0,,,,,0,05/24/2017,05/24/2017
3971,8720,,,,Willamson,Oil Furnace,,11/28/2006,12,11/28/2007,,,0,,,,,0,05/24/2017,05/24/2017
3972,8721,,,600,AprilAire,Humidifier,,01/08/2016,12,01/08/2017,,,0,,,,,0,05/24/2017,05/24/2017
3973,8723,,,,,Oil Boiler,,01/08/2008,12,01/08/2009,,,0,,,,,0,05/24/2017,05/24/2017
3974,8724,,0808669659,GMV950905DX,Goodman,Gas Furnace,03/25/2009,03/25/2009,12,03/25/2010,,PA0986933455,0,10 Year,Parts & Labor,03/25/2019,,1,05/24/2017,05/24/2017
3975,8725,,,,,Furnace,,02/05/2007,12,02/05/2008,,,0,,,,,0,05/24/2017,05/24/2017
2036,8726,,,16x25x4,Honeywell,Air Filter,,06/12/2015,12,06/12/2016,,,0,,,,,0,05/24/2017,05/24/2017
3976,8727,,,,,Gas Boiler,,02/06/2007,12,02/06/2008,,,0,,,,,0,05/24/2017,05/24/2017
3977,8728,,,,,Gas Furnace,,02/19/2007,12,02/19/2008,,,0,,,,,0,05/24/2017,05/24/2017
3978,8729,,,,Lennox,Gas Furnace,,02/26/2007,12,02/26/2008,,,0,,,,,0,05/24/2017,05/24/2017
3979,8730,,,,,Oil Furnace,,02/27/2007,12,02/27/2008,,,0,,,,,0,05/24/2017,05/24/2017
3980,8731,,,,,Gas Furnace,,02/27/2007,12,02/27/2008,,,0,,,,,0,05/24/2017,05/24/2017
3982,8733,,REMOVED   5896B30331,G26Q2-50-1,Lennox,Gas Furnace,,10/30/2013,12,10/30/2014,,REMOVED REMOVED REMOVED,0,,,,,0,05/24/2017,05/24/2017
3982,8734,,,,,Heat Pump,,07/16/2013,12,07/16/2014,,,0,,,,,0,05/24/2017,05/24/2017
3983,8735,,,,,Oil Furnace,,03/19/2008,16,07/19/2009,,,0,,,,,0,05/24/2017,05/24/2017
3984,8736,,,,International,Oil Furnace,,11/07/2013,12,11/07/2014,,,0,,,,,0,05/24/2017,05/24/2017
3985,8737,,0607242936,AEPF303616,Goodman,Air Handler,03/22/2007,03/03/2017,16,07/03/2018,,,0,10 Year,Parts,03/19/2017,,0,05/24/2017,05/24/2017
3986,8738,,L881088401,NUGK100DH03,Kenmore/Tempstar,Gas Furnace,,11/19/2012,12,11/19/2013,,,0,,,,,0,05/24/2017,05/24/2017
3987,8739,309,J83-1066,G200-W-4CON,HB Smith,Gas Boiler,,12/23/2016,12,12/23/2017,,,0,,,,,0,05/24/2017,05/24/2017
1741,8740,,GE5D302F330503895,90RJ07EES01,Weatherking,Gas Furnace,03/15/2007,03/15/2007,12,03/15/2008,,,0,,,,,0,05/24/2017,05/24/2017
3988,8741,,0607242756,AEPF303616,Goodman,Air Handler,03/20/2007,03/20/2007,12,03/20/2008,,,0,,,,,0,05/24/2017,05/24/2017
3988,8742,,0611907778,HKR-15CB,Goodman,Heater,03/20/2007,03/20/2007,12,03/20/2008,,,0,,,,,0,05/24/2017,05/24/2017
3988,8743,,,5000,AprilAire,Air Cleaner,03/20/2007,10/18/2007,12,10/18/2008,,,0,,,,,0,05/24/2017,05/24/2017
3988,8744,,,600,AprilAire,Humidifier,03/20/2007,03/20/2007,12,03/20/2008,,,0,,,,,0,05/24/2017,05/24/2017
3988,8745,,0709106365,GSH130301,Goodman,Heat Pump,03/20/2007,01/26/2010,12,01/26/2011,"Unit originally installed was faulty.  The model and serial numbers for the original unit were:
Mod# GSH130301
Ser# 0609036025",warranty & equipment notes,0,10 Year,Parts,03/17/2017,10 yr compressor warranty,0,05/24/2017,05/24/2017
3989,8746,,,,,Boiler,,02/28/2007,12,02/28/2008,,,0,,,,,0,05/24/2017,05/24/2017
3989,8747,,,,,,,,0,,,,0,,,,,0,05/24/2017,05/24/2017
3813,8748,,,Apt A,,Gas Furnace,,11/17/2006,12,11/17/2007,,,0,,,,,0,05/24/2017,05/24/2017
3813,8749,,,Apt C,,Gas Furnace,,11/17/2006,12,11/17/2007,,,0,,,,,0,05/24/2017,05/24/2017
3813,8750,,,Apt D,,Gas Furnace,,11/17/2006,12,11/17/2007,,,0,,,,,0,05/24/2017,05/24/2017
3863,8751,,0605104450,GSH140361 (Attic Unit),Goodman,Heat Pump,03/12/2007,04/04/2011,12,04/04/2012,2nd Floor Unit,equipment notes,0,10 Year,Parts,03/09/2017,,0,05/24/2017,05/24/2017
3990,8752,,,,,Gas Boiler,,03/06/2007,12,03/06/2008,,,0,,,,,0,05/24/2017,05/24/2017
3991,8753,,,,,Gas Furnace,,03/12/2007,12,03/12/2008,,,0,,,,,0,05/24/2017,05/24/2017
2720,8755,,,20x25,Honeywell,Air Filter,,03/16/2007,12,03/16/2008,,,0,,,,,0,05/24/2017,05/24/2017
3190,8756,,,26x5x16,White Rodgers,Air Cleaner,,05/27/2014,12,05/27/2015,,,0,,,,,0,05/24/2017,05/24/2017
3993,8757,,,,,Gas Furnace,,03/19/2007,12,03/19/2008,,,0,,,,,0,05/24/2017,05/24/2017
3878,8758,,,,,Programmable Thermostat,03/15/2007,,0,,,,0,,,,,0,05/24/2017,05/24/2017
3994,8759,,,,,Gas Furnace,,02/27/2007,12,02/27/2008,,,0,,,,,0,05/24/2017,05/24/2017
3994,8760,,,,,Gas Furnace,,02/27/2007,12,02/27/2008,,,0,,,,,0,05/24/2017,05/24/2017
3292,8761,,0601645735,GSC130301A,Goodman,Air Conditioner,03/26/2007,03/26/2007,12,03/26/2008,,,0,,,,,0,05/24/2017,05/24/2017
3906,8762,,0609032152,GSC130361,Goodman,Air Conditioner,03/27/2007,03/27/2007,12,03/27/2008,,,0,,,,,0,05/24/2017,05/24/2017
3863,8763,,R3310361V,TWE040E13FB0,Trane,Air Handler,08/29/2000,06/05/2009,12,06/05/2010,Downstairs unit,First Floor Unit/Basement,0,,,,,0,05/24/2017,05/24/2017
3863,8765,,R273085BD,BAYHTR1415A0,Trane,Air Handler,08/29/2000,03/12/2007,12,03/12/2008,,,0,,,,,0,05/24/2017,05/24/2017
3863,8766,,,760 (downstairs),Aprilaire,Humidifier,,,0,,,,0,,,,,0,05/24/2017,05/24/2017
3863,8767,,,2400,Aprilaire,Air Cleaner,,,0,,,,0,,,,,0,05/24/2017,05/24/2017
3863,8768,,R305N4N1V,TWE037E13FB0,Trane,Air Handler,03/31/2000,03/12/2007,12,03/12/2008,,Attic unit,0,,,,,0,05/24/2017,05/24/2017
3863,8769,,,2400,Aprilaire,Air Cleaner,,,0,,,,0,,,,,0,05/24/2017,05/24/2017
1284,8771,,,,,Furnace,,03/01/2007,12,03/01/2008,,,0,,,,,0,05/24/2017,05/24/2017
3751,8772,,N266L1C1G,TUD100C936H4,Trane,Furnace,,09/23/2014,12,09/23/2015,,,0,,,,,0,05/24/2017,05/24/2017
2745,8773,,,#35,,Humidifier,,12/19/2013,12,12/19/2014,,,0,,,,,0,05/24/2017,05/24/2017
3995,8774,,0608164946,GMS80703ANBA,Goodman,Gas Furnace,10/05/2006,02/21/2012,12,02/21/2013,Jeff bought this furnace for his garage.  This furnace was the one taken out of Mrs. Yates (Beech Street) home.  $350,Equip Notes  Garage Furnace,0,,,,,0,05/24/2017,05/24/2017
3996,8776,,TB7354399745,UHZ8085A3DJ,Ducane,Oil Furnace,,,0,,This furnace is for their separate garage.,,0,,,,,0,05/24/2017,05/24/2017
3997,8777,,0507795721,CKL36-1L,Goodman,Air Conditioner,,,0,,,,0,,,,,0,05/24/2017,05/24/2017
3997,8778,,0409797875,GMS90904CXA,Goodman,Gas Furnace,,04/03/2007,12,04/03/2008,,,0,,,,,0,05/24/2017,05/24/2017
3482,8779,,,,,Air Conditioner,,07/14/2008,12,07/14/2009,,,0,,,,,0,05/24/2017,05/24/2017
3482,8780,,1106508080,22V50F1,Rheem,50 Gal Water Heater,04/09/2007,04/09/2007,0,04/09/2007,,,0,,,,,0,05/24/2017,05/24/2017
3998,8782,,,,Trane,Gas Furnace,,11/20/2013,12,11/20/2014,,,0,,,,,0,05/24/2017,05/24/2017
3999,8783,,,,Luxaire,Gas Furnace,,03/24/2009,12,03/24/2010,,,0,,,,,0,05/24/2017,05/24/2017
3985,8784,,0610812507,HKR15CB,Goodman,Heater,03/22/2007,03/22/2007,12,03/22/2008,,,0,10 Year,Parts,03/22/2017,,0,05/24/2017,05/24/2017
1403,8785,,2099E11464,561CJ030-D,Bryant,Air Conditioner,,09/13/2012,12,09/13/2013,,,0,,,,,0,05/24/2017,05/24/2017
444,8786,,,5000,AprilAire,Air Cleaner,03/16/2007,07/12/2010,12,07/12/2011,,,0,,,,,0,05/24/2017,05/24/2017
444,8787,,,,Guardian Air,UV Aire,03/16/2007,03/16/2007,36,03/16/2010,,,0,,,,,0,05/24/2017,05/24/2017
3689,8788,625F,0609693631,GMV950905DXBA,Goodman,Gas Furnace,04/10/2007,08/31/2016,12,08/31/2017,,,0,5 Year,Parts,04/08/2012,,0,05/24/2017,05/24/2017
4000,8789,,0611690262,GMH950703BX,Goodman,Gas Furnace,04/11/2007,11/30/2009,12,11/30/2010,,,0,,,,,0,05/24/2017,05/24/2017
4000,8790,,0702208150,GSC130301,Goodman,Air Conditioner,04/11/2007,04/11/2007,12,04/11/2008,,,0,,,,,0,05/24/2017,05/24/2017
4000,8791,,0701104475,CAPF3030B6,Goodman,Coil,04/11/2007,04/11/2007,12,04/11/2008,,,0,,,,,0,05/24/2017,05/24/2017
4000,8792,,,2400,AprilAire,Air Cleaner,04/11/2007,04/11/2007,12,04/11/2008,,,0,,,,,0,05/24/2017,05/24/2017
3115,8793,,0612742846,GSC130301,Goodman,Air Conditioner,04/12/2007,06/16/2014,12,06/16/2015,,,0,,,,,0,05/24/2017,05/24/2017
3725,8794,,,,,Gas Furnace,,05/25/2011,12,05/25/2012,,,0,,,,,0,05/24/2017,05/24/2017
1295,8795,,,,Rheem,40 Gal Hot Water Tank,03/28/2007,03/28/2007,0,03/28/2007,,,0,,,,,0,05/24/2017,05/24/2017
4001,8796,,,,,Furnace,,02/08/2007,12,02/08/2008,,,0,,,,,0,05/24/2017,05/24/2017
4002,8797,,,,,Gas Boiler,,04/13/2007,12,04/13/2008,,,0,,,,,0,05/24/2017,05/24/2017
4003,8798,,,,,Oil Furnace,,04/16/2007,12,04/16/2008,,,0,,,,,0,05/24/2017,05/24/2017
4003,8799,,,,,Oil Furnace,,04/16/2007,12,04/16/2008,,,0,,,,,0,05/24/2017,05/24/2017
4004,8800,,0611758662,GMH950904CX,Goodman,Gas Furnace,04/17/2007,05/21/2008,16,09/21/2009,,warranty notes,0,10 Year,Parts,04/14/2017,Lifetime heat exchanger warranty,0,05/24/2017,05/24/2017
4004,8801,,0702083983,CAPF303C6,Goodman,Cased Coil,04/17/2007,05/21/2008,,05/21/2009,,,0,10 Year,Parts,04/14/2017,,0,05/24/2017,05/24/2017
4004,8802,,0704043451,GSC130301,Goodman,Air Conditioner,04/17/2007,07/21/2009,12,07/21/2010,,warranty notes,0,10 Year,Parts,04/14/2017,10 yr compressor warranty,0,05/24/2017,05/24/2017
4004,8803,,0,8348,AprilAire,Thermostat,04/17/2007,04/17/2007,12,04/17/2008,,,0,5 Year,Parts,04/15/2012,,0,05/24/2017,05/24/2017
4004,8804,,0,20x25x1,,Air Filter,04/17/2007,04/17/2007,12,04/17/2008,,,0,,,,,0,05/24/2017,05/24/2017
3985,8805,,0609039022,GSH13030,Goodman,Heat Pump,03/22/2007,03/03/2017,12,03/03/2018,,warranty notes,0,10 Year,Parts,03/19/2017,10 yr compressor warranty,0,05/24/2017,05/24/2017
4005,8806,,0703120544,CAPF3642C6,Goodman,Coil,04/25/2007,04/25/2007,12,04/25/2008,,GM00460548,1,10 Year,Parts & Labor,04/22/2017,,0,05/24/2017,05/24/2017
4005,8807,,0609671309,GMV950704CX,Goodman,Gas Furnace,04/25/2007,03/23/2015,12,03/23/2016,,GM00460548,1,10 Year,Parts & Labor,04/22/2017,Lifetime heat exchanger warranty,0,05/24/2017,05/24/2017
4005,8808,,0702101145,GSH140301,Goodman,Heat Pump,04/25/2007,07/21/2009,12,07/21/2010,,GM00460548,1,10 Year,Parts & Labor,04/22/2017,10 yr compressor warranty,0,05/24/2017,05/24/2017
4005,8809,,2400,401,Aprilaire,Air Cleaner,04/25/2007,10/14/2016,12,10/14/2017,,,0,,,,,0,05/24/2017,05/24/2017
4007,8811,,,5000,AprilAire,Air Cleaner,04/19/2007,04/19/2007,12,04/19/2008,,,0,,,,,0,05/24/2017,05/24/2017
4008,8812,,A344L0494,AA5KY0E0200,Haier,Air Conditioner,04/19/2007,05/08/2009,12,05/08/2010,,,0,,,,,0,05/24/2017,05/24/2017
918,8813,,,16x26,White Rodgers,Air Cleaner,,11/29/2013,12,11/29/2014,,,0,,,,,0,05/24/2017,05/24/2017
3060,8814,,1093E60879,912EW045A,Bryant,Humidifier,,04/26/2007,12,04/26/2008,,prod# 912EWX000045ABAA,0,,,,,0,05/24/2017,05/24/2017
3060,8815,,0703551546,GSC130301,Goodman,Air Conditioner,04/26/2007,04/26/2007,12,04/26/2008,,warranty notes,0,10 Year,Parts,04/23/2017,10 yr compressor warranty,0,05/24/2017,05/24/2017
3060,8816,,0610757067,GMV950704CX,Goodman,Gas Furnace,04/26/2007,12/03/2015,12,12/03/2016,,warranty notes,0,10 Year,Parts,04/23/2017,Lifetime Heat Exchanger warranty,0,05/24/2017,05/24/2017
3060,8817,,0612642958,CAPF3030C6,Goodman,Coil,04/26/2007,04/26/2007,12,04/26/2008,,,0,10 Year,Parts,04/23/2017,,0,05/24/2017,05/24/2017
3060,8818,,,2400,AprilAire,Air Cleaner,04/26/2007,12/03/2015,12,12/03/2016,,,0,,,,,0,05/24/2017,05/24/2017
3060,8819,,,8348,AprilAire,Thermostat,04/26/2007,,0,,,,0,,,,,0,05/24/2017,05/24/2017
3907,8820,284A,0702208151,GSC130301,Goodman,Air Conditioner,05/01/2007,04/28/2016,12,04/28/2017,,warranty notes,0,10 Year,Parts,05/01/2017,10 yr compressor warranty,0,05/24/2017,05/24/2017
3907,8821,,0407503472,22V40SF,Rheem,40 Gal Hot Water Tank,05/01/2007,05/01/2007,12,05/01/2008,,,0,,,,,0,05/24/2017,05/24/2017
3830,8822,,E312044114,TDD748B100A0,Trane,Air Conditioner,,,0,,,,0,,,,,0,05/24/2017,05/24/2017
3830,8823,,,5000,AprilAire,Air Cleaner,,11/19/2015,12,11/19/2016,,,0,,,,,0,05/24/2017,05/24/2017
3830,8824,,0407503732,22V50F1,Rheem,50 Gal Hot Water Tank,05/01/2007,05/01/2007,0,05/01/2007,,,0,,,,,0,05/24/2017,05/24/2017
2322,8825,,,,,Air Conditioner,,04/30/2007,12,04/30/2008,,,0,,,,,0,05/24/2017,05/24/2017
4010,8826,,,,,Gas Furnace,,04/23/2007,12,04/23/2008,,,0,,,,,0,05/24/2017,05/24/2017
3200,8827,,,,AprilAire,Humidifier,,04/05/2007,12,04/05/2008,,,0,,,,,0,05/24/2017,05/24/2017
2834,8828,,,,,Air Conditioner,,04/30/2007,12,04/30/2008,,,0,,,,,0,05/24/2017,05/24/2017
2834,8829,,,,,Humidifier,,04/30/2007,12,04/30/2008,,,0,,,,,0,05/24/2017,05/24/2017
2693,8830,,0407538153,42V940F,Rheem,40 Gal Hot Water Tank,05/03/2007,05/03/2007,12,05/03/2008,,,0,,,,,0,05/24/2017,05/24/2017
1892,8831,,0704625033,GSC130241,Goodman,Air Conditioner,05/04/2007,07/20/2016,12,07/20/2017,,warranty notes,0,10 Year,Parts,05/01/2017,10 yr compressor warranty,0,05/24/2017,05/24/2017
1892,8832,,0607089920,CAUF1824A6,Goodman,Coil,05/04/2007,05/04/2007,12,05/04/2008,,,0,10 Year,Parts,05/01/2017,,0,05/24/2017,05/24/2017
4011,8833,,,5000,AprilAire,Air Cleaner,04/29/2007,04/29/2007,12,04/29/2008,,,0,,,,,0,05/24/2017,05/24/2017
750,8834,,REMOVED9101091904,REMOVED REMOVEDVRCF60401B,Amana,Air Conditioner,,05/12/2014,12,05/12/2015,Product # P9885217C,REMOVED REMOVED REMOVED,0,,REMOVED,,,0,05/24/2017,05/24/2017
4012,8835,260A,7297 M1006 21289,RAND-36JAZ,Rheem,Air Conditioner,05/09/2007,06/08/2016,12,06/08/2017,,,0,,,,,0,05/24/2017,05/24/2017
1389,8836,,0607173437,GMV950905DXBA,Goodman,Gas Furnace,04/05/2007,11/08/2013,12,11/08/2014,,warranty notes,0,10 Year,Parts,04/02/2017,Lifetime heat exchanger warranty,0,05/24/2017,05/24/2017
4012,8837,260O,DR172M270617678,ROBF-112QBGA,Rheem,Oil Furnace,,01/25/2017,12,01/25/2018,,,0,,,,,0,05/24/2017,05/24/2017
4012,8838,,,,Rheem,Coil,,,0,,,,0,,,,,0,05/24/2017,05/24/2017
4012,8839,,,550,Aprilaire,Humidifier,,,0,,,,0,,,,,0,05/24/2017,05/24/2017
4012,8840,,,2400,Aprilaire,Air Cleaner,05/14/2007,10/16/2013,12,10/16/2014,,,0,,,,,0,05/24/2017,05/24/2017
4012,8841,,,1F86344,White Rodgers,Thermostat,,,0,,,,0,,,,,0,05/24/2017,05/24/2017
57,8842,,0704243097,GSC130301,Goodman,Air Conditioner,05/16/2007,06/19/2014,12,06/19/2015,,warranty notes,0,10 Year,Parts,05/13/2017,10 yr. compressor warranty,0,05/24/2017,05/24/2017
57,8843,,0610180725,CAUF3030C6,Goodman,Coil,05/16/2007,05/16/2007,12,05/16/2008,,,0,10 Year,Parts,05/13/2017,,0,05/24/2017,05/24/2017
4013,8844,,0503145920,CLJ30-1C,Goodman,Air Conditioner,,06/15/2009,12,06/15/2010,,,0,,,,,0,05/24/2017,05/24/2017
3815,8845,577A,1212049936,AC10B18,Duncan,Air Conditioner,,09/09/2016,12,09/09/2017,,,0,,,,,0,05/24/2017,05/24/2017
2727,8846,,9604038252,CK24-1B,Goodman,Air Conditioner,,06/08/2016,12,06/08/2017,,,0,,,,,0,05/24/2017,05/24/2017
